Date,lifetime_likes,lifetime_likes_f13-17,lifetime_likes_f18-24,lifetime_likes_f25-34,lifetime_likes_f35-44,lifetime_likes_f45-54,lifetime_likes_f55-64,lifetime_likes_f65plus,lifetime_likes_m13-17,lifetime_likes_m18-24,lifetime_likes_m25-34,lifetime_likes_m35-44,lifetime_likes_m45-54,lifetime_likes_m55-64,lifetime_likes_m65plus,lifetime_likes_u18-24,lifetime_likes_u25-34,lifetime_likes_u35-44,lifetime_likes_u45-54,lifetime_likes_u55-64,daily_engaged,daily_talking
6/14/2015,757,1,57,78,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/15/2015,757,1,56,79,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/16/2015,757,1,56,79,58,23,12,6,1,150,184,98,49,13,11,1,3,6,5,1,,
6/17/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/18/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/19/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/20/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/21/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/22/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/23/2015,760,1,56,80,58,23,12,6,1,150,184,98,51,13,11,1,3,6,5,1,,
6/24/2015,761,1,56,80,58,23,12,6,1,151,184,98,51,13,11,1,3,6,5,1,,
6/25/2015,762,1,56,80,58,23,12,6,1,151,185,98,51,13,11,1,3,6,5,1,,
6/26/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/27/2015,762,1,56,80,58,23,12,6,1,151,185,98,51,13,11,1,3,6,5,1,,
6/28/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/29/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
6/30/2015,762,1,56,80,58,23,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/1/2015,761,1,55,81,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/2/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/3/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/4/2015,761,1,54,82,56,24,12,6,1,151,184,99,51,13,11,1,3,6,5,1,,
7/5/2015,761,1,54,82,57,24,12,5,1,151,184,99,51,13,11,1,3,6,5,1,,
7/6/2015,763,1,54,82,57,24,12,5,1,152,185,99,51,13,11,1,3,6,5,1,,
7/7/2015,763,1,54,82,57,24,12,5,1,152,185,99,51,13,11,1,3,6,5,1,,
7/8/2015,763,1,54,82,57,24,12,5,1,151,186,99,51,13,11,1,3,6,5,1,,
7/9/2015,764,1,54,82,57,24,12,5,1,151,186,99,52,13,11,1,3,6,5,1,,
7/10/2015,765,1,54,82,57,24,12,5,1,151,187,99,52,13,11,1,3,6,5,1,,
7/11/2015,766,1,54,82,57,24,12,5,1,150,189,99,52,13,11,1,3,6,5,1,,
7/12/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/13/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/14/2015,766,1,54,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/15/2015,767,1,55,82,57,24,12,5,1,149,189,99,52,13,12,1,3,6,5,1,,
7/16/2015,768,1,56,82,57,24,12,5,1,148,190,99,52,13,12,1,3,6,5,1,,
7/17/2015,768,1,56,82,57,24,12,5,1,148,190,99,52,13,12,1,3,6,5,1,,
7/18/2015,769,1,56,82,57,24,12,5,1,148,191,99,52,13,12,1,3,6,5,1,,
7/19/2015,769,1,56,82,57,24,12,5,1,147,192,99,52,13,12,1,3,6,5,1,,
7/20/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/21/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/22/2015,769,1,56,82,57,24,12,5,1,146,193,99,52,13,12,1,3,6,5,1,,
7/23/2015,767,1,56,81,57,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/24/2015,767,1,56,81,57,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/25/2015,767,1,56,80,58,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/26/2015,767,1,56,80,58,24,12,5,1,146,193,98,52,13,12,1,3,6,5,1,,
7/27/2015,767,1,56,80,58,24,12,5,1,145,194,98,52,13,12,1,3,6,5,1,,
7/28/2015,768,1,56,80,58,24,12,5,1,145,194,99,52,13,12,1,3,6,5,1,,
7/29/2015,768,1,56,80,58,24,12,5,1,145,194,99,52,13,12,1,3,6,5,1,,
7/30/2015,768,1,56,80,58,24,12,5,1,145,194,99,51,13,13,1,3,6,5,1,,
7/31/2015,768,1,56,80,58,24,12,5,1,145,194,97,53,13,13,1,3,6,5,1,,
8/1/2015,769,1,56,80,58,24,12,5,1,143,196,97,54,13,13,1,3,6,5,1,,
8/2/2015,769,1,56,80,58,24,12,5,1,143,196,97,54,13,13,1,3,6,5,1,,
8/3/2015,769,1,56,80,58,24,12,5,1,143,196,96,55,13,13,1,3,6,5,1,,
8/4/2015,769,1,56,80,58,24,12,5,1,142,197,96,55,13,13,1,3,6,5,1,,
8/5/2015,769,1,56,80,58,24,12,5,1,141,198,96,55,13,13,1,3,6,5,1,,
8/6/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/7/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/8/2015,769,1,56,80,58,24,12,5,1,140,199,96,55,13,13,1,3,6,5,1,,
8/9/2015,768,1,56,80,58,24,12,5,1,139,199,96,55,13,13,1,3,6,5,1,,
8/10/2015,768,1,56,80,58,24,12,5,1,139,199,96,55,13,13,1,3,6,5,1,,
8/11/2015,768,1,56,80,58,24,12,5,1,138,200,96,55,13,13,1,3,6,5,1,,
8/12/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/13/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/14/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/15/2015,770,1,56,81,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/16/2015,771,1,56,82,58,24,12,5,1,138,200,97,55,13,13,1,3,6,5,1,,
8/17/2015,770,1,56,82,58,24,12,5,1,138,199,97,55,13,13,1,3,6,5,1,,
8/18/2015,770,1,56,82,58,24,12,5,1,137,200,97,55,13,13,1,3,6,5,1,,
8/19/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/20/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/21/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/22/2015,771,1,56,82,58,24,12,5,1,137,201,97,55,13,13,1,3,6,5,1,,
8/23/2015,772,1,56,82,58,24,12,5,1,137,202,97,55,13,13,1,3,6,5,1,,
8/24/2015,773,1,56,82,58,24,12,5,1,136,203,98,55,13,13,1,3,6,5,1,,
8/25/2015,774,1,56,82,58,25,12,5,1,136,203,98,55,13,13,1,3,6,5,1,,
8/26/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/27/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/28/2015,775,1,56,82,58,26,12,5,1,135,204,98,55,13,13,1,3,6,5,1,,
8/29/2015,777,1,57,82,58,26,12,5,1,135,204,98,56,13,13,1,3,6,5,1,,
8/30/2015,779,1,57,82,58,26,12,5,1,137,204,98,56,13,13,1,3,6,5,1,,
8/31/2015,789,1,58,82,58,26,12,5,1,141,209,98,56,13,13,1,3,6,5,1,,
9/1/2015,793,1,59,82,58,26,12,5,1,144,209,98,56,13,13,1,3,6,5,1,,
9/2/2015,794,1,59,82,58,26,12,5,1,144,210,98,56,13,13,1,3,6,5,1,,
9/3/2015,795,1,59,82,58,26,12,5,1,145,210,98,56,13,13,1,3,6,5,1,,
9/4/2015,797,1,59,82,58,26,12,5,1,147,210,98,56,13,13,1,3,6,5,1,,
9/5/2015,797,1,59,82,58,26,12,5,1,147,210,98,56,13,13,1,3,6,5,1,,
9/6/2015,797,1,59,82,58,26,12,5,1,146,211,98,56,13,13,1,3,6,5,1,,
9/7/2015,800,1,59,82,59,26,12,5,1,146,212,99,56,13,13,1,3,6,5,1,,
9/8/2015,812,1,60,84,59,26,12,5,1,148,217,99,56,13,14,1,3,7,5,1,,
9/9/2015,813,1,61,84,59,26,12,5,1,148,217,99,56,13,14,1,3,7,5,1,,
9/10/2015,813,1,61,84,59,26,12,5,1,148,216,100,56,13,14,1,3,7,5,1,,
9/11/2015,813,1,61,84,59,26,12,5,1,148,215,101,56,13,14,1,3,7,5,1,,
9/12/2015,816,1,61,84,59,26,12,5,1,149,217,101,56,13,14,1,3,7,5,1,,
9/13/2015,816,1,61,84,59,26,12,5,1,149,217,101,56,13,14,1,3,7,5,1,,
9/14/2015,817,1,61,84,59,26,12,5,1,150,217,101,56,13,14,1,3,7,5,1,,
9/15/2015,819,1,60,85,59,26,12,5,1,152,217,101,56,13,14,1,3,7,5,1,,
9/16/2015,819,1,60,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/17/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/18/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/19/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/20/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/21/2015,820,1,61,84,59,26,12,5,1,152,217,102,56,13,14,1,3,7,5,1,,
9/22/2015,825,1,61,84,59,27,12,5,1,154,217,103,57,13,14,1,3,7,5,1,,
9/23/2015,827,1,61,84,58,28,12,5,1,154,217,104,58,13,14,1,3,7,5,1,,
9/24/2015,829,1,61,84,58,28,12,5,1,153,220,104,58,13,14,1,3,7,5,1,,
9/25/2015,830,1,61,84,58,28,12,5,1,154,220,104,58,13,14,1,3,7,5,1,,
9/26/2015,830,1,61,84,58,28,12,5,1,152,222,104,58,13,14,1,3,7,5,1,,
9/27/2015,830,1,62,83,58,28,12,5,1,152,222,103,59,13,14,1,3,7,5,1,,
9/28/2015,831,1,63,83,58,28,12,5,1,152,222,104,58,13,14,1,3,7,5,1,,
9/29/2015,831,1,63,83,58,28,12,5,1,152,222,103,59,13,14,1,3,7,5,1,,
9/30/2015,830,1,63,83,57,28,12,5,1,152,222,102,60,13,14,1,3,7,5,1,,
10/1/2015,831,1,63,83,57,28,12,5,1,153,222,102,60,13,14,1,3,7,5,1,,
10/2/2015,844,1,65,86,56,28,12,5,1,158,224,102,61,13,14,1,4,7,5,1,,
10/3/2015,846,1,66,86,56,28,12,5,1,159,224,102,61,13,14,1,4,7,5,1,,
10/4/2015,847,1,67,86,56,28,12,5,1,159,224,102,61,13,14,1,4,7,5,1,,
10/5/2015,846,1,67,86,56,28,12,5,1,158,224,102,61,13,14,1,4,7,5,1,,
10/6/2015,850,1,67,86,56,29,12,5,1,159,225,102,62,13,14,1,4,7,5,1,,
10/7/2015,851,1,67,85,57,29,12,5,1,158,227,101,63,13,14,1,4,7,5,1,,
10/8/2015,852,1,67,85,57,29,12,5,1,156,228,102,64,13,14,1,4,7,5,1,,
10/9/2015,852,1,67,85,57,29,12,5,1,155,229,102,64,13,14,1,4,7,5,1,,
10/10/2015,852,1,67,85,57,29,12,5,1,154,230,102,64,13,14,1,4,7,5,1,,
10/11/2015,852,1,67,86,56,29,12,5,1,159,226,101,64,13,14,1,4,7,5,1,,
10/12/2015,852,1,67,86,56,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/13/2015,852,1,67,85,57,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/14/2015,852,1,67,85,57,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/15/2015,853,1,68,85,57,29,12,5,1,158,227,101,64,13,14,1,4,7,5,1,,
10/16/2015,855,1,68,85,57,29,12,5,1,158,229,101,64,13,14,1,4,7,5,1,,
10/17/2015,855,1,68,85,57,29,12,5,1,158,229,101,64,13,14,1,4,7,5,1,,
10/18/2015,856,1,68,85,57,29,12,5,2,157,230,101,64,13,14,1,4,7,5,1,,
10/19/2015,857,1,68,85,57,29,12,5,2,156,230,103,64,13,14,1,4,7,5,1,,
10/20/2015,857,1,68,85,57,29,12,5,2,156,230,103,63,13,14,1,5,7,5,1,,
10/21/2015,858,1,68,85,57,29,12,5,2,157,230,103,63,13,14,1,5,7,5,1,,
10/22/2015,859,1,68,85,57,29,12,5,2,157,231,103,63,13,14,1,5,7,5,1,,
10/23/2015,861,1,68,85,57,30,12,6,2,156,232,103,63,13,14,1,5,7,5,1,,
10/24/2015,861,1,68,85,57,30,12,6,2,156,232,103,63,13,14,1,5,7,5,1,,
10/25/2015,862,1,68,86,57,30,12,6,2,156,232,103,63,13,14,1,5,7,5,1,,
10/26/2015,862,1,68,86,57,30,12,6,2,156,233,102,63,13,14,1,5,7,5,1,,
10/27/2015,864,1,68,86,57,30,12,6,2,156,234,102,63,14,14,1,5,7,5,1,,
10/28/2015,866,1,68,87,57,30,12,6,2,155,236,102,63,14,14,1,5,7,5,1,,
10/29/2015,869,1,68,88,57,30,12,6,2,154,238,103,63,14,14,1,5,7,5,1,,
10/30/2015,870,1,68,88,57,30,12,6,2,154,239,103,63,14,14,1,5,7,5,1,,
10/31/2015,874,1,68,88,58,31,12,6,2,154,240,103,63,15,14,1,5,7,5,1,,
11/1/2015,877,1,68,88,58,32,12,6,2,155,240,103,64,15,14,1,5,7,5,1,,
11/2/2015,879,1,69,88,58,32,12,6,2,155,241,103,64,15,14,1,5,7,5,1,,
11/3/2015,922,1,79,93,58,32,12,6,2,176,248,103,64,15,14,1,5,7,5,1,,
11/4/2015,931,1,81,94,58,31,13,6,2,182,248,103,64,15,14,1,5,7,5,1,,
11/5/2015,933,1,83,94,58,31,13,6,2,182,249,102,64,15,14,1,5,7,5,1,,
11/6/2015,935,1,84,94,58,31,13,6,2,182,249,102,64,15,14,1,6,7,5,1,,
11/7/2015,937,1,84,94,58,32,13,6,2,183,248,103,64,15,14,1,6,7,5,1,,
11/8/2015,939,1,85,94,58,32,13,6,2,183,249,103,64,15,14,1,6,7,5,1,,
11/9/2015,941,1,86,95,58,32,13,6,2,183,249,103,64,15,14,1,6,7,5,1,,
11/10/2015,943,1,86,95,59,32,13,6,2,183,249,104,64,15,14,1,6,7,5,1,,
11/11/2015,944,1,86,95,60,32,13,6,2,182,250,104,64,15,14,1,6,7,5,1,,
11/12/2015,944,1,86,95,60,32,13,6,2,182,250,104,64,15,14,1,6,7,5,1,,
11/13/2015,951,1,86,95,61,33,13,6,2,183,251,105,66,15,14,1,6,7,5,1,,
11/14/2015,950,1,86,95,61,33,13,6,2,183,251,104,66,15,14,1,6,7,5,1,,
11/15/2015,951,1,86,95,61,33,13,6,2,183,251,104,66,15,15,1,6,7,5,1,,
11/16/2015,951,1,86,95,61,33,13,6,2,183,251,104,66,15,15,1,6,7,5,1,,
11/17/2015,951,1,86,95,61,33,13,6,2,183,251,104,66,15,15,1,6,7,5,1,,
11/18/2015,953,1,86,96,61,33,13,6,2,183,252,104,66,15,15,1,6,7,5,1,,
11/19/2015,953,1,86,96,61,33,13,6,2,183,252,104,66,15,15,1,6,7,5,1,,
11/20/2015,953,1,85,97,61,33,13,6,2,182,253,104,66,15,15,1,6,7,5,1,,
11/21/2015,953,1,85,97,61,33,13,6,2,182,253,104,66,15,15,1,6,7,5,1,,
11/22/2015,955,1,85,97,61,33,13,6,2,182,253,106,66,15,15,1,6,7,5,1,,
11/23/2015,958,1,86,97,61,33,13,6,2,183,253,106,66,15,15,1,6,8,5,1,,
11/24/2015,958,1,85,97,61,33,13,6,2,183,253,107,66,15,15,1,6,8,5,1,,
11/25/2015,957,1,84,97,61,33,13,6,2,182,254,107,66,15,15,1,6,8,5,1,,
11/26/2015,959,1,84,97,60,34,13,6,2,183,254,108,66,15,15,1,6,8,5,1,,
11/27/2015,959,1,84,97,60,34,13,6,2,183,254,108,66,15,15,1,6,8,5,1,,
11/28/2015,960,1,84,97,61,33,13,6,2,183,254,108,66,15,15,1,7,8,5,1,,
11/29/2015,960,1,84,97,60,34,13,6,2,183,254,108,66,15,15,1,7,8,5,1,,
11/30/2015,963,1,84,97,60,34,13,6,2,183,256,108,67,15,15,1,7,8,5,1,,
12/1/2015,963,1,84,97,60,34,13,6,2,183,256,108,67,15,15,1,7,8,5,1,,
12/2/2015,965,1,83,98,60,34,13,6,2,185,256,108,67,15,15,1,7,8,5,1,,
12/3/2015,972,1,84,101,60,34,13,6,3,185,257,109,67,15,15,1,7,8,5,1,,
12/4/2015,975,1,84,101,60,34,13,6,3,187,258,109,67,15,15,1,7,8,5,1,,
12/5/2015,976,1,84,101,60,34,13,6,3,187,259,109,66,16,15,1,7,8,5,1,,
12/6/2015,976,1,84,101,60,34,13,6,3,187,259,109,66,16,15,1,7,8,5,1,,
12/7/2015,979,1,84,101,60,34,13,6,3,187,259,111,66,16,15,1,7,9,5,1,,
12/8/2015,979,1,84,101,60,34,13,6,3,187,259,111,66,16,15,1,7,9,5,1,,
12/9/2015,983,1,84,102,60,34,13,6,3,188,260,111,67,16,15,1,7,9,5,1,,
12/10/2015,983,1,84,102,60,34,13,6,3,188,260,111,67,16,15,1,7,9,5,1,,
12/11/2015,984,1,85,102,60,34,13,6,3,189,259,111,67,16,15,1,7,9,5,1,,
12/12/2015,985,1,85,103,60,34,13,6,3,189,259,111,67,16,15,1,7,9,5,1,,
12/13/2015,985,1,85,103,60,34,13,6,3,189,259,111,67,16,15,1,7,9,5,1,,
12/14/2015,985,1,85,103,60,34,13,6,3,189,259,111,67,16,15,1,7,9,5,1,,
12/15/2015,991,1,85,103,60,34,13,6,3,193,261,111,67,16,15,1,7,9,5,1,,
12/16/2015,994,1,86,103,60,34,13,6,3,195,261,111,67,16,15,1,7,9,5,1,,
12/17/2015,996,1,86,104,61,34,13,6,2,195,262,111,67,16,15,1,7,9,5,1,,
12/18/2015,997,1,85,105,61,34,13,6,3,195,262,111,67,16,15,1,7,9,5,1,,
12/19/2015,998,1,85,105,61,34,13,6,3,195,263,111,67,16,15,1,7,9,5,1,,
12/20/2015,998,1,85,105,61,34,13,6,3,195,263,111,67,16,15,1,7,9,5,1,,
12/21/2015,1007,1,85,105,63,35,13,7,3,197,264,112,68,16,15,1,7,9,5,1,,
12/22/2015,1008,1,85,106,63,35,13,7,3,197,264,112,68,16,15,1,7,9,5,1,,
12/23/2015,1008,1,85,106,63,35,13,7,3,197,263,113,68,16,15,1,7,9,5,1,,
12/24/2015,1010,1,85,106,63,35,13,7,3,197,264,113,69,16,15,1,7,9,5,1,,
12/25/2015,1011,1,85,106,63,35,13,7,3,198,264,113,69,16,15,1,7,9,5,1,,
12/26/2015,1014,1,86,106,63,35,13,7,3,198,266,113,69,16,15,1,7,9,5,1,,
12/27/2015,1016,1,86,106,63,35,13,7,3,199,267,113,69,16,15,1,7,9,5,1,,
12/28/2015,1017,1,86,106,63,35,13,7,3,200,267,113,69,16,15,1,7,9,5,1,,
12/29/2015,1018,1,86,106,63,35,13,7,3,200,267,113,69,16,16,1,7,9,5,1,,
12/30/2015,1023,1,86,106,64,36,13,7,3,200,268,114,69,16,16,1,8,9,5,1,,
12/31/2015,1023,1,86,106,64,36,13,7,3,200,268,114,69,16,16,1,8,9,5,1,,
1/1/2016,1023,0,87,106,64,36,13,7,3,199,269,114,69,16,16,1,8,9,5,1,,
1/2/2016,1023,0,88,105,64,36,13,7,3,199,269,114,69,16,16,1,8,9,5,1,,
1/3/2016,1024,0,88,105,64,36,13,7,3,199,270,114,69,16,16,1,8,9,5,1,,
1/4/2016,1025,0,88,105,64,36,13,7,3,199,270,114,69,16,16,1,8,9,6,1,,
1/5/2016,1025,0,88,105,64,36,13,7,3,199,270,114,69,16,16,1,8,9,6,1,,
1/6/2016,1027,0,88,106,64,36,13,7,3,199,271,114,69,16,16,1,8,9,6,1,,
1/7/2016,1027,0,88,106,64,36,13,7,3,199,271,114,69,16,16,1,8,9,6,1,,
1/8/2016,1027,0,88,106,64,36,13,7,3,199,271,114,69,16,16,1,8,9,6,1,,
1/9/2016,1027,0,88,106,64,36,13,7,3,199,271,114,69,16,16,1,8,9,6,1,,
1/10/2016,1027,0,88,106,64,36,13,7,3,199,271,112,71,16,16,1,8,9,6,1,,
1/11/2016,1029,0,88,106,64,36,13,7,3,200,272,112,71,16,16,1,8,9,6,1,,
1/12/2016,1030,0,88,106,64,36,13,7,3,200,273,112,71,16,16,1,8,9,6,1,,
1/13/2016,1032,0,88,106,64,36,13,7,3,200,274,112,71,16,16,1,9,9,6,1,,
1/14/2016,1033,0,88,106,64,36,13,7,3,200,274,112,72,16,16,1,9,9,6,1,,
1/15/2016,1033,0,87,107,64,36,13,7,3,199,275,112,72,16,16,1,9,9,6,1,,
1/16/2016,1033,0,87,107,64,36,13,7,3,199,275,112,72,16,16,1,9,9,6,1,,
1/17/2016,1034,0,87,107,64,36,13,7,3,199,276,112,72,16,16,1,9,9,6,1,,
1/18/2016,1036,0,87,107,64,36,13,7,3,201,276,112,72,16,16,1,9,9,6,1,,
1/19/2016,1064,0,96,109,64,36,13,8,4,213,279,112,72,16,16,1,9,9,6,1,,
1/20/2016,1070,0,99,109,64,36,13,8,4,215,280,112,72,16,16,1,9,9,6,1,,
1/21/2016,1070,0,99,109,64,36,13,7,4,215,281,112,72,16,16,1,9,9,6,1,,
1/22/2016,1073,0,99,109,64,36,13,7,4,216,281,112,72,17,16,2,9,9,6,1,,
1/23/2016,1076,0,100,109,64,36,13,7,4,216,282,112,73,17,16,2,9,9,6,1,,
1/24/2016,1077,0,100,109,64,36,13,7,4,217,282,112,73,17,16,2,9,9,6,1,,
1/25/2016,1078,0,100,110,64,36,13,7,4,217,282,112,73,17,16,2,9,9,6,1,,
1/26/2016,1080,0,101,110,64,36,13,7,4,218,282,112,73,17,16,2,9,9,6,1,,
1/27/2016,1082,0,101,110,64,36,13,7,4,217,282,114,73,17,17,2,9,9,6,1,,
1/28/2016,1083,0,101,110,64,36,13,7,4,217,283,114,73,17,17,2,9,9,6,1,,
1/29/2016,1084,0,101,110,64,36,13,7,4,218,283,114,73,17,17,2,9,9,6,1,,
1/30/2016,1084,0,101,110,64,36,13,7,4,218,283,114,73,17,17,2,9,9,6,1,,
1/31/2016,1084,0,101,110,64,36,13,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/1/2016,1084,0,101,110,64,36,13,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/2/2016,1084,0,101,110,64,35,14,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/3/2016,1084,0,101,110,64,35,14,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/4/2016,1085,0,101,111,64,35,14,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/5/2016,1085,0,101,111,64,35,14,7,4,217,284,114,73,17,17,2,9,9,6,1,,
2/6/2016,1085,0,101,111,64,35,14,7,4,216,285,114,73,17,17,2,9,9,6,1,,
2/7/2016,1086,0,101,111,64,35,14,7,4,216,286,114,73,17,17,2,9,9,6,1,,
2/8/2016,1088,0,102,111,64,36,14,7,4,215,287,114,73,17,17,2,9,9,6,1,,
2/9/2016,1090,0,102,111,64,36,14,7,4,215,287,116,73,17,17,2,9,9,6,1,,
2/10/2016,1091,0,102,112,64,36,14,7,4,215,287,116,73,17,17,2,9,9,6,1,,
2/11/2016,1092,0,102,112,64,37,14,7,4,214,288,116,73,17,17,2,9,9,6,1,,
2/12/2016,1092,0,102,112,64,37,14,7,4,214,288,116,73,17,17,2,9,9,6,1,,
2/13/2016,1092,0,102,112,64,37,14,7,4,214,288,116,73,17,17,2,9,9,6,1,,